accuracy,precision_macro,recall_macro,f1_macro,strategy,model,model_type
0.9658119658119658,0.974287236877165,0.9768160326670964,0.9754949170679508,label_kmeans,saved_rf,RandomForest
0.9658119658119658,0.974287236877165,0.9768160326670964,0.9754949170679508,label_kmeans,rf_trained,RandomForest
0.9572649572649572,0.95755100433463,0.9572649572649572,0.9572283130408512,label_tertiles,rf_trained,RandomForest
0.9572649572649572,0.95755100433463,0.9572649572649572,0.9572283130408512,label_tertiles,saved_rf,RandomForest
0.9444444444444444,0.9450643437055132,0.9444444444444444,0.9437683789906152,label_weighted,saved_rf,RandomForest
0.9401709401709402,0.941468253968254,0.9401709401709404,0.9394535182158248,label_weighted,rf_trained,RandomForest
