url,Response_time_ms,Load_time_ms,DOM_Content_Loaded_Time_ms,First_byte_TTFB_ms,Total_links,No_of_requests,Byte_in_bytes,Page_size_MB,Largest_contentful_paint_LCP_ms,Cumulative_Layout_Shift_CLS,First_Contentful_Paint_FCP_ms,Time_to_interactive_TTI_ms,Speed_Index_ms,Interaction_to_Next_Paint_INP_ms,Design_optimization_score,JavaScript_Execution_Time_ms,Main_Thread_Work_CPU_ms,CSS_Blocking_Time_ms,Broken_link_count,Start_render_time_ms,Document_complete_time_ms,composite_score,label
https://ibu.edu.tr,45.0,9681.0355,16378,6304,16378,8260,6008,601.0,142.0,16106521.0,15.328,19866.779,0.1054803283,9681.0355,58215.707,48099.69726,11391.0,23,29104.16,2907.636,1686,0.09866116844026443,Average
https://mitre.org,98.0,4821.826,298,156,298,298,21,0.0,1.0,682.0,0.0,19051.994,0.0,4821.826,19711.7925,6566.87327,11391.0,31,11474.908,3219.324,2123,0.010918936726607858,Good
https://orlandohealth.com,17.0,3761.8846,3002,385,3002,1615,293,422.0,104.0,4873679.0,4.624,18564.6526,4.54e-05,3761.8846,33126.98766,11243.36209,11391.0,29,12084.416,3380.0,1511,0.03706309960356248,Good
https://stockholm.se,35.0,3224.925,2470,814,2470,2390,145,135.0,22.0,723826.0,0.685,7779.025,0.2955335395,3224.925,7794.4414,4071.217952,11391.0,43,1841.288,401.836,925,0.008096057043225649,Good
https://fresenius-kabi.com,0.0,4024.52,1370,281,1370,900,151,139.0,35.0,23140318.0,22.061,6406.368,0.4096962488,4024.52,7167.618,5908.424437,11391.0,17,9039.632,2036.0,1208,0.12860584892807037,Weak
https://baptisthealth.net,92.0,8054.1708,10749,518,10749,6244,276,136.0,114.0,21471471.0,20.462,14556.84705,0.0,8054.1708,48451.77972,9948.011354,11391.0,26,42850.076,20124.2488,5654,0.12450031059716453,Weak
https://ee.co.uk,2.0,4121.51486,5508,427,5508,2085,103,110.0,124.0,5442550.0,5.16,6521.08682,0.1020656136,4121.51486,28704.69686,13058.33766,11391.0,27,27985.736,10944.71216,1041,0.03294219947064002,Good
https://mattel.com,0.0,9939.285,3203,299,3203,2197,137,352.0,47.0,275229.0,0.259,11397.41,0.1556426973,9939.285,27194.7506,10589.42904,11391.0,19,42793.54,13455.634,0,0.007849466302960762,Good
https://sail.co.in,6.0,9072.4465,23613,1304,23613,3586,255,244.0,97.0,10673525.0,10.155,71260.275,0.1008245541,9072.4465,71768.5973,10780.50533,11391.0,26,21206.052,1753.0,3314,0.10000650657750183,Weak
https://qut.edu.au,0.0,6433.945,1980,33,1980,1835,26,1.0,6.0,76618.0,0.072,14499.6725,0.1008016414,6433.945,46735.28441,11849.15541,11391.0,23,34870.204,13574.0,3659,0.008607270616378133,Good
https://antel.com.uy,4.0,13640.308,12757,1757,12757,6169,518,212.0,250.0,7343996.0,7.316,21012.988,0.003199747174,13640.308,66338.69503,42341.4465,11391.0,25,58268.756,9116.5,9991,0.05198951963414017,Average
https://nestlepurinacareers.com,66.0,5166.169,3124,87,3124,1482,18,129.0,178.0,1315728.0,1.232,13729.1495,0.0008202888564,5166.169,33483.37865,8374.662722,11391.0,28,32542.256,11938.5,2764,0.014955647122908857,Good
https://nuance.com,3.0,6042.1005,963,18,963,697,14,48.0,46.0,1888141.0,1.791,15301.6555,0.0,6042.1005,15335.6436,9867.424027,11391.0,31,5410.744,1395.5,2462,0.018915584919496166,Good
https://garanti.com.tr,0.0,5211.039,6879,1675,6879,4224,141,429.0,104.0,1897947.0,1.786,13614.594,0.1038195618,5211.039,25640.84818,11627.49269,11391.0,23,31604.004,14081.2862,1707,0.017993884858570352,Good
https://miamioh.edu,33.0,6751.574,13041,198,13041,5713,66,193.0,180.0,3800175.0,3.601,17518.54665,0.08065802142,6751.574,57822.41647,13374.73297,11391.0,24,56619.016,34065.7973,2945,0.030672968925716866,Good
https://mediacom.com,5.0,4464.338,975,169,975,635,84,103.0,119.0,871894.0,0.882,9332.392,0.01442578127,4464.338,9687.192,7213.611518,11391.0,37,7110.18,1114.0,338,0.009885283163080122,Good
https://utmb.edu,11.0,6054.64652,4768,406,4768,3765,50,99.0,39.0,4636376.0,4.418,40862.07912,0.01215066829,6054.64652,41836.31029,17052.26718,11391.0,25,23786.42,7731.78206,913,0.04909251285871044,Average
