accuracy,precision_macro,recall_macro,f1_macro,strategy,model,model_type
0.9786324786324786,0.9840021401819156,0.985332043842682,0.9846526060411096,label_kmeans,saved_lgbm,LightGBM
0.9786324786324786,0.9840021401819156,0.985332043842682,0.9846526060411096,label_kmeans,lgbm_trained,LightGBM
0.9572649572649572,0.9573673532885908,0.9572649572649572,0.9569722838924416,label_tertiles,lgbm_trained,LightGBM
0.9572649572649572,0.9573372263430744,0.9572649572649572,0.9571201098894344,label_tertiles,saved_lgbm,LightGBM
0.9487179487179488,0.9485343104596936,0.9487179487179488,0.9485482670196048,label_weighted,saved_lgbm,LightGBM
0.9444444444444444,0.9442737290838558,0.9444444444444444,0.9443332824060172,label_weighted,lgbm_trained,LightGBM
